Timestamp,Solar Radiation
2024-03-05 14:50:00,756.9
2024-03-05 15:00:00,782.9
2024-03-05 15:10:00,685.6
2024-03-05 15:20:00,129.9
2024-03-05 15:30:00,115.6
2024-03-05 15:40:00,627.3
2024-03-05 15:50:00,113.9
2024-03-05 16:00:00,551.5
2024-03-05 16:10:00,253.3
2024-03-05 16:20:00,78.96
2024-03-05 16:30:00,195.9
2024-03-05 16:40:00,110.3
2024-03-05 16:50:00,57.45
2024-03-05 17:00:00,94.7
2024-03-05 17:10:00,75.43
2024-03-05 17:20:00,35.75
2024-03-05 17:30:00,57.33
2024-03-05 17:40:00,102.8
2024-03-05 17:50:00,75.88
2024-03-05 18:00:00,16.64
2024-03-05 18:10:00,10.01
2024-03-05 18:20:00,4.163
2024-03-05 18:30:00,1.334
2024-03-05 18:40:00,0.102
2024-03-05 18:50:00,0.015
2024-03-05 19:00:00,0.005
2024-03-05 19:10:00,0.0
2024-03-05 19:20:00,0.0
2024-03-05 19:30:00,0.0
2024-03-05 19:40:00,0.0
2024-03-05 19:50:00,0.0
2024-03-05 20:00:00,0.0
2024-03-05 20:10:00,0.0
2024-03-05 20:20:00,0.0
2024-03-05 20:30:00,0.0
2024-03-05 20:40:00,0.0
2024-03-05 20:50:00,0.0
2024-03-05 21:00:00,0.0
2024-03-05 21:10:00,0.0
2024-03-05 21:20:00,0.001
2024-03-05 21:30:00,0.0
2024-03-05 21:40:00,0.0
2024-03-05 21:50:00,0.0
2024-03-05 22:00:00,0.0
2024-03-05 22:10:00,0.0
2024-03-05 22:20:00,0.0
2024-03-05 22:30:00,0.0
2024-03-05 22:40:00,0.0
2024-03-05 22:50:00,0.0
2024-03-05 23:00:00,0.0
2024-03-05 23:10:00,0.0
2024-03-05 23:20:00,0.0
2024-03-05 23:30:00,0.0
2024-03-05 23:40:00,0.0
2024-03-05 23:50:00,0.0
2024-03-06 00:00:00,0.0
2024-03-06 00:10:00,0.0
2024-03-06 00:20:00,0.0
2024-03-06 00:30:00,0.0
2024-03-06 00:40:00,0.0
2024-03-06 00:50:00,0.0
2024-03-06 01:00:00,0.0
2024-03-06 01:10:00,0.0
2024-03-06 01:20:00,0.0
2024-03-06 01:30:00,0.0
2024-03-06 01:40:00,0.0
2024-03-06 01:50:00,0.0
2024-03-06 02:00:00,0.0
2024-03-06 02:10:00,0.0
2024-03-06 02:20:00,0.0
2024-03-06 02:30:00,0.0
2024-03-06 02:40:00,0.001
2024-03-06 02:50:00,0.0
2024-03-06 03:00:00,0.0
2024-03-06 03:10:00,0.0
2024-03-06 03:20:00,0.0
2024-03-06 03:30:00,0.0
2024-03-06 03:40:00,0.0
2024-03-06 03:50:00,0.0
2024-03-06 04:00:00,0.0
2024-03-06 04:10:00,0.0
2024-03-06 04:20:00,0.0
2024-03-06 04:30:00,0.0
2024-03-06 04:40:00,0.0
2024-03-06 04:50:00,0.0
2024-03-06 05:00:00,0.0
2024-03-06 05:10:00,0.0
2024-03-06 05:20:00,0.0
2024-03-06 05:30:00,0.0
2024-03-06 05:40:00,0.021
2024-03-06 05:50:00,0.404
2024-03-06 06:00:00,1.822
2024-03-06 06:10:00,5.852
2024-03-06 06:20:00,12.28
2024-03-06 06:30:00,19.25
2024-03-06 06:40:00,58.13
2024-03-06 06:50:00,91.4
